F1,F3,F6,F7,F2,F4,F5,F8,F9
Bachelors,New Delhi,Female,No,2015,3,27,5,0
Bachelors,Pune,Male,No,2017,3,26,4,0
Bachelors,Pune,Male,No,2016,3,26,4,0
Bachelors,Bangalore,Male,No,2018,3,26,4,1
Masters,New Delhi,Female,No,2018,3,25,3,1
Masters,Pune,Male,No,2017,2,25,3,0
Masters,Bangalore,Female,No,2014,3,24,2,0
Bachelors,Pune,Female,No,2014,3,28,2,1
Bachelors,Bangalore,Male,No,2012,3,26,4,0
Bachelors,Pune,Male,No,2017,3,26,4,0
Bachelors,Pune,Female,No,2014,2,28,0,1
Bachelors,New Delhi,Female,Yes,2017,3,25,3,0
Bachelors,Bangalore,Male,No,2014,3,25,3,0
Bachelors,Bangalore,Male,No,2012,3,26,4,0
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Bachelors,Bangalore,Female,No,2017,3,26,4,0
Masters,Bangalore,Male,No,2017,2,26,4,1
Bachelors,New Delhi,Female,No,2017,3,25,3,0
Bachelors,Bangalore,Male,No,2018,3,25,3,1
Bachelors,New Delhi,Female,No,2014,3,27,5,0
Bachelors,Bangalore,Male,No,2017,3,28,5,0
Bachelors,Bangalore,Female,No,2015,1,24,2,0
Bachelors,Bangalore,Male,No,2013,3,27,5,1
Bachelors,Bangalore,Female,No,2018,3,26,4,1
Masters,New Delhi,Female,No,2017,2,28,2,0
Bachelors,Pune,Female,No,2016,3,28,4,1
Bachelors,Bangalore,Male,No,2016,3,25,3,0
Bachelors,Pune,Female,Yes,2015,3,27,5,1
Bachelors,Bangalore,Male,No,2015,3,26,4,1
Bachelors,Pune,Female,Yes,2015,3,28,5,1
Bachelors,Pune,Male,No,2013,3,27,5,0
Masters,Pune,Male,No,2017,2,25,3,0
Bachelors,Pune,Female,Yes,2015,2,25,3,1
Bachelors,Pune,Female,No,2015,2,24,2,1
Masters,New Delhi,Female,No,2017,2,28,2,0
Bachelors,New Delhi,Female,No,2014,3,24,2,0
Bachelors,Bangalore,Male,No,2012,3,27,5,1
Bachelors,Pune,Female,No,2015,2,28,5,1
Bachelors,New Delhi,Female,No,2015,2,27,5,1
Bachelors,Bangalore,Female,No,2017,3,24,2,0
Masters,New Delhi,Female,No,2016,3,25,3,0
Bachelors,Pune,Male,Yes,2012,3,24,2,0
Bachelors,New Delhi,Female,No,2015,3,24,2,0
Bachelors,Pune,Female,No,2015,2,26,4,1
Masters,Pune,Female,No,2017,2,27,5,0
Bachelors,Bangalore,Female,No,2013,1,24,2,1
PHD,Pune,Male,No,2017,3,28,1,0
Bachelors,Bangalore,Female,No,2017,3,24,2,0
Bachelors,Pune,Female,No,2015,2,24,2,1
Bachelors,Bangalore,Male,No,2017,3,27,5,0
Bachelors,New Delhi,Male,No,2016,3,28,4,0
Masters,New Delhi,Female,No,2017,2,28,2,0
PHD,New Delhi,Male,No,2014,3,24,2,0
Bachelors,Bangalore,Female,No,2013,3,26,4,0
Masters,New Delhi,Male,No,2014,3,24,2,0
Bachelors,New Delhi,Female,No,2013,3,24,2,0
Masters,New Delhi,Male,No,2017,3,26,4,1
Bachelors,Pune,Male,No,2014,2,27,5,0
Masters,Bangalore,Male,No,2013,3,25,3,1
Masters,New Delhi,Female,No,2012,3,27,5,1
Masters,Bangalore,Male,No,2017,2,25,3,0
Bachelors,New Delhi,Male,No,2012,3,28,5,0
Bachelors,Bangalore,Male,No,2014,3,28,0,0
Bachelors,New Delhi,Female,No,2017,3,28,4,0
Bachelors,Pune,Male,No,2016,3,27,5,1
Bachelors,New Delhi,Female,No,2017,2,27,5,0
PHD,Bangalore,Female,No,2014,3,28,0,0
Bachelors,Pune,Male,No,2013,2,25,3,1
Bachelors,Pune,Male,No,2017,3,28,3,0
Bachelors,Bangalore,Male,No,2012,3,27,5,0
Bachelors,Bangalore,Female,No,2013,2,24,2,1
Masters,New Delhi,Male,No,2017,2,25,3,0
Bachelors,Pune,Male,No,2014,3,24,2,0
Bachelors,New Delhi,Female,No,2013,1,25,3,1
Bachelors,Pune,Male,No,2015,3,28,2,0
Masters,New Delhi,Male,No,2017,3,28,1,1
Bachelors,New Delhi,Female,No,2017,2,27,5,0
Bachelors,Pune,Male,No,2018,3,24,2,1
Bachelors,Bangalore,Male,No,2013,3,26,4,0
Bachelors,Bangalore,Female,Yes,2017,3,27,5,0
Masters,New Delhi,Female,No,2017,1,26,4,1
Masters,Bangalore,Female,No,2017,2,26,4,0
Bachelors,Pune,Male,No,2013,3,26,4,0
Masters,New Delhi,Female,No,2014,1,25,3,0
Bachelors,Bangalore,Male,No,2014,3,27,5,0
Bachelors,Bangalore,Male,No,2016,3,25,3,0
Bachelors,Bangalore,Male,No,2016,3,27,5,0
Bachelors,Bangalore,Female,No,2015,3,28,5,0
Masters,New Delhi,Male,No,2012,3,25,3,1
Bachelors,Bangalore,Male,No,2013,3,28,2,1
Bachelors,Bangalore,Male,No,2014,1,25,3,0
Bachelors,Pune,Male,No,2014,3,26,4,0
Bachelors,Pune,Male,No,2013,3,28,0,0
Bachelors,Bangalore,Male,Yes,2015,3,27,5,0
Bachelors,Pune,Female,No,2014,1,28,3,1
Masters,Pune,Female,No,2017,2,25,3,1
Masters,New Delhi,Female,No,2013,3,28,2,0
Masters,Bangalore,Female,No,2017,2,27,5,1
Bachelors,Bangalore,Male,No,2015,3,27,5,0
Bachelors,Bangalore,Male,No,2012,3,27,5,0
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Bachelors,New Delhi,Female,No,2013,3,26,4,0
Bachelors,Bangalore,Male,No,2012,3,27,5,0
Bachelors,Bangalore,Female,No,2013,3,26,4,0
Masters,New Delhi,Female,No,2017,2,28,3,0
Bachelors,New Delhi,Male,No,2017,2,26,4,0
Bachelors,Pune,Female,No,2013,2,27,5,1
Masters,Bangalore,Female,No,2015,3,27,5,0
Masters,Pune,Female,No,2017,3,27,5,1
Bachelors,Bangalore,Male,No,2016,3,27,5,0
Bachelors,Bangalore,Male,No,2012,3,27,5,0
Bachelors,Bangalore,Female,No,2014,3,25,3,0
Bachelors,Bangalore,Female,No,2016,3,26,4,0
Bachelors,Bangalore,Female,No,2016,3,26,4,0
Bachelors,New Delhi,Male,No,2014,3,26,4,0
Bachelors,Bangalore,Male,No,2014,3,28,3,0
Bachelors,Pune,Male,No,2012,3,25,3,0
Masters,Bangalore,Female,No,2014,3,28,3,1
Bachelors,New Delhi,Male,No,2016,3,26,4,0
Bachelors,New Delhi,Female,No,2012,3,24,2,0
Bachelors,Pune,Female,No,2015,2,28,4,1
Bachelors,New Delhi,Male,No,2017,2,24,2,0
Bachelors,New Delhi,Male,No,2015,3,25,3,0
Bachelors,Bangalore,Male,No,2013,3,27,5,0
Bachelors,Bangalore,Male,No,2015,3,27,5,0
Bachelors,Bangalore,Female,No,2017,3,28,3,1
Bachelors,Bangalore,Female,No,2017,3,24,2,0
Masters,New Delhi,Female,No,2017,2,26,4,0
Bachelors,Bangalore,Male,Yes,2016,3,25,3,1
Bachelors,Bangalore,Male,Yes,2016,3,26,4,0
Masters,Bangalore,Female,No,2017,2,24,2,0
Bachelors,Bangalore,Male,Yes,2017,3,27,5,0
Bachelors,Pune,Female,No,2014,2,27,5,1
Masters,New Delhi,Female,No,2017,1,24,2,0
Bachelors,Bangalore,Male,No,2014,3,28,1,0
Bachelors,Pune,Male,No,2013,3,26,4,0
Bachelors,Pune,Male,No,2014,3,28,0,0
Masters,New Delhi,Male,No,2013,3,28,1,0
Masters,Pune,Female,No,2017,2,27,5,0
Bachelors,Pune,Male,No,2017,3,28,1,0
Bachelors,New Delhi,Female,No,2016,3,26,4,0
PHD,Bangalore,Male,No,2018,3,27,5,1
Bachelors,Pune,Male,No,2014,3,26,4,0
Bachelors,Pune,Male,No,2013,3,25,3,0
Masters,Pune,Male,No,2017,3,25,3,0
Bachelors,Pune,Female,No,2017,2,24,2,1
Bachelors,New Delhi,Female,No,2017,3,24,2,0
PHD,Pune,Male,No,2014,3,24,2,0
PHD,Bangalore,Female,No,2017,3,24,2,0
Masters,New Delhi,Male,No,2017,2,26,4,1
Bachelors,Pune,Male,Yes,2013,2,24,2,1
PHD,New Delhi,Female,No,2016,3,27,5,0
Masters,New Delhi,Female,Yes,2017,2,25,3,1
Bachelors,Pune,Male,No,2014,3,26,4,0
Bachelors,New Delhi,Female,No,2017,3,25,3,0
Bachelors,Bangalore,Female,No,2012,3,27,5,0
Bachelors,Bangalore,Male,Yes,2016,3,26,4,0
Bachelors,Bangalore,Male,No,2016,3,26,4,0
Bachelors,Pune,Female,Yes,2015,2,27,5,1
Bachelors,Pune,Female,No,2016,3,28,2,1
Masters,New Delhi,Female,No,2017,2,27,5,1
Bachelors,Bangalore,Female,No,2018,3,25,3,1
Bachelors,Pune,Male,Yes,2014,3,27,5,0
Bachelors,Bangalore,Male,Yes,2014,3,27,5,0
Bachelors,New Delhi,Female,No,2015,3,25,3,0
Masters,Bangalore,Female,No,2017,3,26,4,0
Masters,New Delhi,Male,No,2018,3,25,3,1
Bachelors,Bangalore,Male,No,2018,3,25,3,1
Bachelors,Bangalore,Male,No,2014,3,28,1,0
Bachelors,Bangalore,Male,No,2017,3,24,2,0
Bachelors,Bangalore,Female,No,2013,3,28,3,0
Bachelors,Pune,Male,No,2015,3,24,2,0
Bachelors,Bangalore,Male,No,2012,3,26,4,0
Bachelors,New Delhi,Female,No,2014,3,25,3,0
Masters,New Delhi,Male,No,2017,1,26,4,0
Bachelors,Bangalore,Female,No,2016,3,25,3,0
Bachelors,Pune,Male,Yes,2013,2,26,4,0
Bachelors,Pune,Male,Yes,2018,1,26,4,0
Bachelors,Bangalore,Male,No,2017,3,24,2,0
Bachelors,Bangalore,Male,No,2016,3,24,2,0
Bachelors,Bangalore,Female,No,2014,3,24,2,0
PHD,New Delhi,Male,No,2017,3,28,3,0
Bachelors,New Delhi,Female,No,2017,2,24,2,1
Bachelors,Bangalore,Female,No,2015,3,25,3,0
Bachelors,Pune,Male,No,2015,3,26,4,0
Masters,Bangalore,Male,No,2014,3,27,5,1
Bachelors,Pune,Female,No,2012,3,24,2,1
Bachelors,Pune,Female,No,2015,2,26,4,1
Bachelors,Bangalore,Female,No,2013,3,24,2,0
Bachelors,Bangalore,Female,No,2017,3,26,4,0
Masters,New Delhi,Male,No,2017,3,26,4,0
Bachelors,Bangalore,Male,No,2016,3,24,2,0
Bachelors,Pune,Male,No,2015,3,28,2,0
Bachelors,Bangalore,Male,No,2013,3,27,5,0
Bachelors,Bangalore,Male,Yes,2012,3,24,2,0
Masters,Pune,Female,No,2015,2,28,0,0
Bachelors,Pune,Male,Yes,2017,3,26,4,0
Bachelors,Bangalore,Female,No,2018,3,27,5,1
Masters,Pune,Male,No,2017,3,27,5,1
Bachelors,Bangalore,Female,No,2013,1,27,5,0
Bachelors,Bangalore,Female,No,2016,3,27,5,0
Bachelors,Pune,Male,No,2013,3,28,1,0
Bachelors,Pune,Male,No,2017,3,28,2,0
Bachelors,Bangalore,Male,No,2013,3,26,4,0
Bachelors,Bangalore,Female,No,2015,3,25,3,0
Bachelors,Pune,Female,No,2015,3,24,2,1
Bachelors,New Delhi,Male,No,2014,3,28,1,0
Bachelors,New Delhi,Female,No,2017,2,28,2,0
Masters,New Delhi,Male,No,2015,3,26,4,1
PHD,New Delhi,Male,No,2014,3,25,3,0
Bachelors,Bangalore,Male,No,2013,3,25,3,0
Bachelors,Bangalore,Male,No,2017,3,25,3,0
Bachelors,New Delhi,Female,No,2013,2,24,2,1
Bachelors,Pune,Male,No,2014,3,25,3,0
Bachelors,New Delhi,Female,No,2017,3,25,3,0
Masters,New Delhi,Male,Yes,2017,2,24,2,1
Bachelors,New Delhi,Female,No,2015,3,28,2,0
Bachelors,Bangalore,Male,No,2017,3,27,5,1
Bachelors,Pune,Male,No,2015,3,26,4,0
Bachelors,Pune,Female,No,2017,2,27,5,1
Bachelors,Bangalore,Male,No,2016,3,24,2,0
Bachelors,Bangalore,Female,No,2014,2,26,4,1
Masters,New Delhi,Female,No,2017,2,25,3,0
Bachelors,New Delhi,Female,No,2012,3,25,3,0
Bachelors,Bangalore,Male,No,2014,3,27,5,0
Bachelors,New Delhi,Male,No,2017,3,27,5,0
Bachelors,Bangalore,Female,No,2018,3,25,3,1
Bachelors,Pune,Female,No,2016,3,27,5,0
Bachelors,Bangalore,Male,No,2017,3,24,2,0
Bachelors,Pune,Female,No,2014,2,28,1,1
Bachelors,Bangalore,Female,No,2017,2,28,2,1
Bachelors,New Delhi,Female,No,2017,2,26,4,1
Bachelors,Pune,Female,No,2013,2,27,5,1
Bachelors,Bangalore,Female,No,2012,3,24,2,0
Masters,Pune,Female,No,2017,2,27,5,0
Bachelors,New Delhi,Male,No,2015,3,24,2,0
Bachelors,New Delhi,Female,Yes,2013,3,28,2,0
Bachelors,New Delhi,Male,No,2016,3,28,0,0
Bachelors,Bangalore,Male,No,2016,3,26,4,0
Bachelors,Bangalore,Male,Yes,2018,3,27,5,1
Bachelors,Bangalore,Male,No,2015,3,25,3,0
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Bachelors,Pune,Male,Yes,2018,3,24,2,1
Bachelors,Bangalore,Male,Yes,2017,3,26,4,0
Bachelors,Bangalore,Male,No,2016,3,26,4,0
Bachelors,Bangalore,Male,Yes,2012,3,26,4,0
Masters,Bangalore,Male,No,2017,2,27,5,0
Bachelors,Bangalore,Female,No,2016,3,25,3,0
Masters,Pune,Male,No,2013,3,25,3,0
Masters,New Delhi,Male,No,2016,3,27,5,1
Bachelors,Bangalore,Female,No,2014,3,28,1,0
Bachelors,Bangalore,Male,No,2014,3,25,3,0
PHD,Bangalore,Male,No,2013,2,25,3,1
Bachelors,New Delhi,Male,No,2017,3,25,3,0
Bachelors,Bangalore,Male,No,2015,3,24,2,0
Masters,Bangalore,Female,No,2015,3,26,4,1
Bachelors,Bangalore,Female,No,2013,3,25,3,0
Bachelors,New Delhi,Female,No,2015,2,24,2,1
Masters,New Delhi,Female,No,2015,2,27,5,1
Bachelors,New Delhi,Male,No,2017,2,26,4,0
Bachelors,Bangalore,Male,No,2013,3,25,3,0
PHD,New Delhi,Male,No,2017,3,24,2,0
Masters,Bangalore,Male,No,2015,3,27,5,1
Bachelors,New Delhi,Female,No,2015,2,28,1,1
Bachelors,Bangalore,Male,No,2014,3,28,2,1
Bachelors,Bangalore,Male,Yes,2014,3,25,3,0
Bachelors,Bangalore,Male,No,2013,3,26,4,0
Masters,New Delhi,Male,No,2017,1,27,5,0
Bachelors,Bangalore,Male,No,2018,3,27,5,1
Bachelors,Bangalore,Male,No,2014,3,24,2,0
Bachelors,Bangalore,Male,No,2013,3,28,0,0
Bachelors,Bangalore,Male,No,2013,3,24,2,0
Bachelors,Bangalore,Female,No,2012,3,28,1,1
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Masters,New Delhi,Male,No,2017,2,28,3,0
Bachelors,Pune,Female,No,2013,3,24,2,1
Masters,New Delhi,Male,No,2017,2,24,2,1
Bachelors,Bangalore,Female,No,2014,3,28,1,1
Bachelors,Bangalore,Male,No,2018,3,25,3,1
Masters,New Delhi,Female,No,2012,3,27,5,0
Masters,New Delhi,Male,No,2014,3,26,4,0
Bachelors,Bangalore,Male,No,2017,3,28,5,0
Bachelors,Pune,Female,No,2017,3,28,1,0
Bachelors,Bangalore,Male,No,2016,3,24,2,0
Bachelors,New Delhi,Male,Yes,2016,3,24,2,0
Masters,New Delhi,Male,Yes,2018,3,28,2,1
Bachelors,Bangalore,Male,No,2014,3,25,3,0
Masters,New Delhi,Male,No,2013,3,25,3,1
Masters,Bangalore,Female,No,2017,3,28,0,1
PHD,Bangalore,Male,No,2018,3,26,4,1
Bachelors,Bangalore,Male,No,2017,1,24,2,0
Bachelors,New Delhi,Male,No,2017,2,25,3,0
Masters,Pune,Female,No,2015,2,28,0,0
Bachelors,Pune,Female,No,2014,2,27,5,1
Bachelors,Bangalore,Male,No,2014,3,25,3,0
Bachelors,Pune,Male,Yes,2017,3,27,5,0
Bachelors,Bangalore,Male,No,2017,3,28,2,0
Bachelors,Bangalore,Male,No,2014,3,28,1,0
Bachelors,New Delhi,Female,No,2014,3,28,3,0
Bachelors,New Delhi,Female,No,2015,2,29,1,1
Bachelors,Bangalore,Male,No,2012,3,29,1,0
Bachelors,Pune,Male,No,2017,2,26,4,0
Bachelors,Pune,Female,No,2015,3,28,2,1
Bachelors,Pune,Male,No,2016,3,26,4,0
Masters,New Delhi,Female,No,2017,3,26,4,0
Bachelors,Pune,Male,No,2013,3,26,4,0
Bachelors,Bangalore,Male,No,2017,3,28,1,0
Bachelors,Bangalore,Male,No,2013,3,26,4,0
Bachelors,Pune,Female,Yes,2015,3,28,2,1
Bachelors,New Delhi,Female,No,2017,3,28,1,0
Bachelors,New Delhi,Female,Yes,2016,3,27,5,0
Bachelors,Pune,Male,No,2018,3,27,5,1
Bachelors,Bangalore,Male,Yes,2014,3,29,2,0
Bachelors,Pune,Female,No,2015,2,28,2,1
Bachelors,Pune,Female,No,2017,3,26,4,1
Masters,New Delhi,Male,No,2017,3,28,2,0
Bachelors,Pune,Male,No,2017,3,26,4,0
Bachelors,Pune,Female,No,2017,3,26,4,1
Bachelors,Bangalore,Female,Yes,2018,3,26,4,1
Bachelors,Pune,Male,No,2014,3,30,2,0
Masters,New Delhi,Male,No,2017,3,29,2,1
Masters,Pune,Female,No,2017,2,26,4,0
Masters,New Delhi,Female,No,2015,3,28,2,0
Bachelors,Bangalore,Female,No,2016,3,30,2,1
Bachelors,Bangalore,Female,No,2012,3,26,4,1
Bachelors,Bangalore,Male,No,2014,3,29,1,0
Bachelors,Bangalore,Male,No,2012,3,26,4,0
Bachelors,Bangalore,Male,Yes,2018,3,26,4,1
PHD,New Delhi,Female,No,2018,2,29,1,1
Masters,New Delhi,Male,No,2013,3,26,4,1
Masters,Pune,Female,No,2015,3,30,2,0
Bachelors,Pune,Male,No,2018,3,26,4,1
Masters,New Delhi,Female,No,2013,2,29,2,1
Bachelors,Bangalore,Male,No,2016,3,29,2,0
Bachelors,Bangalore,Male,Yes,2013,3,28,1,0
Bachelors,Pune,Female,No,2017,2,26,4,1
Masters,Pune,Female,No,2017,2,30,2,0
Bachelors,Pune,Female,Yes,2015,2,30,1,1
Masters,New Delhi,Female,No,2017,2,29,2,1
Bachelors,Bangalore,Male,No,2015,3,30,2,0
Bachelors,Bangalore,Female,No,2015,3,27,5,1
Bachelors,Pune,Female,No,2017,3,27,5,1
Bachelors,Bangalore,Male,No,2014,3,30,2,0
Bachelors,Bangalore,Female,No,2014,3,26,4,0
Masters,New Delhi,Male,No,2013,3,26,4,0
Bachelors,New Delhi,Female,No,2013,3,29,1,1
Bachelors,New Delhi,Female,No,2018,3,27,5,1
Bachelors,Bangalore,Male,No,2014,3,29,1,0
Bachelors,Pune,Female,No,2017,3,26,4,1
Masters,Bangalore,Female,Yes,2015,2,27,5,1
Masters,New Delhi,Female,No,2017,2,29,2,0
Masters,Bangalore,Female,No,2017,3,26,4,0
Bachelors,Bangalore,Male,No,2015,3,28,2,0
Bachelors,Bangalore,Male,No,2013,3,27,5,1
Bachelors,New Delhi,Female,No,2014,3,28,2,0
Bachelors,Bangalore,Male,No,2012,3,29,1,1
Bachelors,New Delhi,Female,No,2016,3,28,2,0
Masters,New Delhi,Female,No,2012,3,26,4,1
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Bachelors,Pune,Male,No,2017,3,28,2,0
Bachelors,Bangalore,Female,No,2012,2,27,5,1
Bachelors,Bangalore,Male,No,2018,3,28,1,1
Bachelors,Pune,Female,No,2015,2,26,4,1
PHD,Bangalore,Female,No,2016,3,29,1,0
Masters,Bangalore,Female,No,2018,3,30,2,1
Bachelors,Bangalore,Female,No,2014,3,28,2,0
Masters,New Delhi,Male,No,2017,2,30,2,0
Bachelors,Bangalore,Male,No,2012,3,30,1,0
Masters,New Delhi,Male,No,2017,2,30,2,0
Bachelors,New Delhi,Male,No,2017,3,26,4,0
Bachelors,Bangalore,Female,No,2017,3,28,2,0
Masters,New Delhi,Female,No,2013,3,26,4,0
PHD,New Delhi,Male,No,2015,1,29,2,0
Masters,New Delhi,Female,No,2017,2,27,5,1
Bachelors,Pune,Male,No,2016,3,30,1,0
Bachelors,Bangalore,Male,No,2012,3,26,4,1
Bachelors,Pune,Female,No,2014,2,29,2,1
Bachelors,Bangalore,Male,No,2016,3,30,2,0
Bachelors,Bangalore,Female,No,2013,3,27,5,0
PHD,New Delhi,Female,Yes,2015,2,29,1,0
Bachelors,Bangalore,Male,No,2012,3,27,5,0
Bachelors,Bangalore,Male,No,2018,3,30,2,1
Masters,Pune,Female,No,2017,2,29,2,0
Masters,Bangalore,Female,No,2016,3,29,2,0
Bachelors,Bangalore,Female,No,2017,3,27,5,1
Bachelors,Bangalore,Male,No,2017,3,28,2,0
Bachelors,Bangalore,Female,No,2017,3,27,5,0
Bachelors,New Delhi,Male,No,2012,3,29,1,0
Bachelors,Bangalore,Male,No,2017,3,26,4,0
Bachelors,Bangalore,Female,No,2013,3,28,1,1
Bachelors,Pune,Female,No,2013,2,29,1,1
Bachelors,Bangalore,Male,No,2015,1,27,5,0
Bachelors,Bangalore,Male,No,2016,3,30,1,0
Bachelors,New Delhi,Female,No,2013,3,30,1,0
Masters,Pune,Male,No,2017,2,27,5,1
Masters,Pune,Male,No,2017,2,29,2,0
Bachelors,New Delhi,Female,No,2016,3,29,1,0
Bachelors,Bangalore,Male,No,2014,3,26,4,1
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Bachelors,New Delhi,Female,Yes,2015,3,28,1,0
Bachelors,Pune,Female,No,2013,2,28,1,1
Bachelors,Bangalore,Female,Yes,2016,3,27,5,0
Bachelors,Bangalore,Male,No,2017,3,26,4,1
Bachelors,New Delhi,Male,No,2014,3,30,2,1
Bachelors,Pune,Male,No,2015,2,30,2,1
Bachelors,Bangalore,Male,No,2016,3,27,5,0
Bachelors,Pune,Female,No,2015,3,26,4,1
Bachelors,New Delhi,Male,No,2014,3,30,1,0
Masters,Pune,Male,No,2017,2,26,4,1
Bachelors,Bangalore,Male,No,2016,3,27,5,0
PHD,Pune,Male,No,2017,3,28,1,0
Bachelors,New Delhi,Female,No,2015,3,30,2,0
Bachelors,Bangalore,Male,No,2016,3,29,2,0
Bachelors,Bangalore,Male,No,2012,3,28,2,0
Bachelors,Bangalore,Male,Yes,2014,1,30,2,1
Bachelors,Bangalore,Male,No,2013,3,27,5,1
Masters,Pune,Male,No,2017,2,30,2,0
Bachelors,Bangalore,Male,No,2012,3,30,2,0
Masters,New Delhi,Male,No,2017,2,26,4,0
Bachelors,Pune,Male,No,2014,2,26,4,0
Bachelors,Bangalore,Female,No,2013,3,29,1,1
Bachelors,Pune,Female,No,2015,3,29,2,1
Bachelors,Bangalore,Female,No,2013,3,28,1,0
Masters,Bangalore,Male,No,2016,3,29,1,0
Masters,New Delhi,Female,No,2016,3,26,4,0
Bachelors,Bangalore,Male,No,2015,3,26,4,0
Bachelors,Pune,Male,No,2016,3,26,4,0
Masters,New Delhi,Male,Yes,2015,1,27,5,1
Bachelors,Bangalore,Male,No,2012,3,28,1,1
Masters,Pune,Male,No,2017,2,27,5,0
Masters,Pune,Female,No,2015,2,29,2,0
Bachelors,Bangalore,Male,No,2012,3,28,2,0
Bachelors,Pune,Male,No,2012,2,28,2,1
Bachelors,Pune,Female,No,2015,2,27,5,1
Masters,Pune,Female,No,2017,2,29,1,0
Bachelors,Pune,Female,No,2014,2,28,1,1
Masters,New Delhi,Female,No,2012,1,29,1,0
Bachelors,Bangalore,Female,No,2015,3,30,2,0
Masters,Bangalore,Male,Yes,2017,2,26,4,1
Bachelors,Bangalore,Male,No,2012,3,26,4,0
Bachelors,Bangalore,Male,No,2013,1,30,1,0
Masters,New Delhi,Male,Yes,2017,3,30,2,0
Bachelors,Pune,Female,Yes,2015,2,27,5,1
Bachelors,Bangalore,Male,No,2016,3,28,2,1
Bachelors,Pune,Female,No,2017,2,26,4,1
Masters,New Delhi,Female,No,2015,2,26,4,0
Bachelors,Pune,Female,No,2015,2,26,4,1
PHD,New Delhi,Female,Yes,2013,3,27,5,0
Bachelors,Bangalore,Male,No,2014,3,27,5,1
Bachelors,New Delhi,Female,No,2013,3,29,1,0
Masters,Pune,Male,No,2017,3,29,2,0
Bachelors,Pune,Male,No,2016,3,28,2,0
Bachelors,Bangalore,Male,No,2013,3,26,4,0
Bachelors,Bangalore,Male,No,2013,3,29,1,0
Bachelors,Pune,Male,No,2016,3,29,2,0
Masters,New Delhi,Male,No,2016,3,26,4,0
Bachelors,Bangalore,Female,No,2015,3,30,1,1
Bachelors,Bangalore,Male,No,2014,3,26,4,0
Bachelors,Bangalore,Female,No,2013,3,27,5,0
Bachelors,Bangalore,Male,No,2016,3,29,2,0
Bachelors,Bangalore,Male,No,2016,3,29,1,0
Masters,New Delhi,Male,No,2014,3,29,1,0
Bachelors,Bangalore,Male,No,2014,3,27,5,0
Bachelors,Bangalore,Female,No,2012,1,27,5,0
Bachelors,New Delhi,Female,No,2015,3,26,4,0
Bachelors,Pune,Female,No,2015,1,28,2,1
Bachelors,Pune,Female,No,2015,2,28,1,1
Bachelors,Pune,Female,No,2018,2,28,2,1
Bachelors,Pune,Female,Yes,2015,3,28,1,1
Bachelors,Pune,Male,No,2015,3,29,2,0
Bachelors,Bangalore,Male,No,2013,3,27,5,0
Bachelors,Pune,Female,No,2014,2,27,5,1
Bachelors,Bangalore,Male,No,2014,3,27,5,1
Bachelors,Bangalore,Male,Yes,2016,3,30,1,0
PHD,New Delhi,Male,No,2015,3,28,2,1
Bachelors,Pune,Male,No,2014,3,29,2,0
Bachelors,Bangalore,Male,No,2015,3,29,1,0
Bachelors,Pune,Male,No,2013,3,30,2,0
Bachelors,Bangalore,Male,Yes,2013,3,28,1,0
Bachelors,Pune,Female,No,2015,2,29,2,1
Bachelors,Bangalore,Male,No,2017,3,30,1,0
Bachelors,Bangalore,Male,No,2012,3,27,5,0
Masters,New Delhi,Male,No,2017,2,27,5,0
Bachelors,Bangalore,Male,No,2018,3,29,1,1
Masters,New Delhi,Female,No,2012,1,30,2,1
Masters,New Delhi,Female,No,2016,3,28,2,0
Bachelors,Bangalore,Male,No,2016,3,26,4,0
Bachelors,Bangalore,Female,No,2012,3,28,1,0
Bachelors,Pune,Male,No,2018,3,27,5,1
Bachelors,Bangalore,Female,No,2014,3,29,2,0
PHD,Bangalore,Male,No,2017,3,27,5,0
Bachelors,Bangalore,Male,No,2017,3,29,2,0
Bachelors,Bangalore,Male,No,2014,3,28,2,0
Bachelors,Bangalore,Female,No,2014,3,26,4,0
Bachelors,Bangalore,Male,No,2012,3,28,2,0
Masters,Bangalore,Female,No,2018,3,28,2,1
Bachelors,Bangalore,Female,No,2017,3,28,1,0
Bachelors,Bangalore,Male,No,2015,3,28,1,0
Bachelors,New Delhi,Female,No,2014,3,29,1,0
Masters,New Delhi,Male,No,2017,3,28,2,0
Masters,New Delhi,Male,No,2017,3,29,1,0
Bachelors,Pune,Male,No,2014,2,29,2,1
Masters,New Delhi,Male,No,2013,3,26,4,1
Bachelors,Bangalore,Male,No,2014,3,30,1,0
Bachelors,New Delhi,Female,No,2013,3,26,4,0
Bachelors,Bangalore,Male,No,2014,1,29,2,0
Masters,Pune,Male,No,2016,3,29,2,0
PHD,Pune,Male,No,2016,1,28,2,0
PHD,Bangalore,Male,No,2015,3,29,2,0
Bachelors,Bangalore,Male,No,2014,3,28,1,0
Bachelors,Pune,Female,Yes,2015,2,26,4,1
Bachelors,Bangalore,Female,No,2015,3,28,1,0
Bachelors,Pune,Male,Yes,2015,3,28,2,0
Bachelors,New Delhi,Female,No,2016,3,26,4,0
